0,1,2,3,4,5,label
-53,-50,-55,-59,-80,-87,1
-50,-54,-51,-59,-77,-75,1
-53,-53,-51,-64,-79,-80,1
-53,-50,-55,-66,-83,-82,1
-57,-53,-49,-67,-83,-82,1
-59,-56,-54,-64,-84,-78,1
-57,-60,-43,-66,-77,-82,1
-53,-52,-45,-62,-79,-78,1
-53,-55,-57,-62,-80,-78,1
-55,-54,-48,-67,-85,-81,1
-53,-55,-48,-66,-79,-86,1
-55,-53,-52,-60,-78,-86,1
-56,-56,-60,-60,-78,-86,1
-58,-54,-51,-60,-80,-82,1
-56,-51,-55,-62,-85,-83,1
-54,-49,-52,-58,-79,-86,1
-59,-52,-63,-62,-76,-81,1
-57,-51,-55,-65,-85,-85,1
-57,-61,-59,-59,-85,-85,1
-48,-56,-53,-62,-78,-81,1
-55,-51,-49,-63,-81,-73,1
-48,-52,-52,-62,-77,-80,1
-56,-57,-47,-61,-76,-78,1
-55,-58,-52,-64,-92,-79,1
-52,-48,-52,-62,-78,-75,1
-50,-51,-50,-62,-75,-75,1
-55,-48,-49,-62,-79,-84,1
-56,-48,-48,-63,-80,-91,1
-58,-51,-52,-60,-81,-79,1
-52,-46,-48,-60,-79,-80,1
-52,-49,-49,-58,-77,-84,1
-50,-52,-53,-61,-75,-79,1
-52,-48,-44,-59,-80,-78,1
-58,-49,-45,-66,-85,-79,1
-52,-49,-50,-63,-79,-79,1
-51,-53,-41,-64,-77,-79,1
-52,-54,-52,-60,-83,-79,1
-56,-53,-40,-65,-86,-80,1
-58,-56,-44,-64,-80,-85,1
-53,-54,-49,-63,-88,-85,1
-57,-54,-44,-67,-85,-85,1
-57,-52,-43,-69,-86,-85,1
-50,-57,-49,-63,-81,-82,1
-59,-53,-45,-74,-81,-81,1
-55,-58,-47,-64,-78,-78,1
-55,-54,-49,-60,-79,-84,1
-58,-51,-51,-62,-79,-86,1
-59,-51,-41,-59,-78,-77,1
-54,-55,-49,-63,-81,-87,1
-52,-57,-45,-67,-81,-86,1
-55,-51,-57,-58,-86,-86,1
-53,-50,-49,-67,-75,-77,1
-55,-49,-49,-60,-80,-79,1
-53,-54,-52,-64,-79,-84,1
-49,-51,-45,-62,-79,-79,1
-52,-53,-43,-68,-79,-79,1
-55,-50,-50,-59,-79,-85,1
-60,-57,-52,-61,-85,-84,1
-63,-55,-54,-69,-84,-79,1
-64,-54,-56,-70,-84,-78,1
-64,-54,-54,-68,-85,-79,1
-62,-55,-52,-67,-83,-75,1
-60,-52,-54,-66,-85,-79,1
-60,-55,-53,-72,-85,-78,1
-59,-55,-47,-72,-79,-80,1
-52,-56,-56,-63,-79,-80,1
-55,-51,-49,-61,-82,-81,1
-52,-51,-53,-64,-80,-81,1
-51,-52,-52,-63,-84,-78,1
-52,-52,-49,-62,-80,-80,1
-52,-51,-54,-61,-79,-76,1
-54,-52,-57,-62,-79,-79,1
-59,-53,-54,-65,-77,-78,1
-59,-48,-57,-66,-80,-77,1
-57,-50,-52,-65,-79,-77,1
-57,-51,-51,-65,-80,-80,1
-57,-50,-51,-65,-79,-79,1
-57,-49,-50,-66,-80,-80,1
-56,-50,-56,-66,-81,-80,1
-56,-50,-56,-69,-79,-78,1
-58,-50,-52,-66,-78,-79,1
-56,-50,-50,-67,-80,-81,1
-56,-49,-52,-64,-83,-80,1
-56,-47,-53,-61,-78,-79,1
-57,-50,-52,-60,-78,-79,1
-56,-46,-51,-62,-80,-80,1
-57,-50,-54,-60,-80,-81,1
-56,-50,-52,-60,-80,-80,1
-56,-50,-54,-59,-79,-80,1
-58,-51,-53,-60,-80,-80,1
-55,-56,-51,-69,-85,-85,1
-55,-54,-50,-69,-79,-82,1
-55,-54,-51,-69,-79,-81,1
-56,-53,-53,-70,-80,-78,1
-52,-53,-53,-67,-86,-85,1
-58,-55,-52,-60,-83,-84,1
-49,-52,-56,-69,-80,-81,1
-56,-52,-51,-62,-85,-81,1
-53,-54,-45,-61,-86,-83,1
-56,-53,-52,-68,-84,-77,1
-52,-52,-56,-67,-80,-89,1
-53,-52,-55,-68,-78,-91,1
-60,-52,-52,-67,-79,-91,1
-52,-51,-51,-64,-79,-89,1
-52,-50,-49,-66,-77,-88,1
-52,-52,-47,-65,-77,-89,1
-52,-51,-51,-65,-77,-89,1
-52,-51,-47,-65,-76,-87,1
-53,-49,-51,-65,-77,-89,1
-51,-51,-51,-65,-78,-88,1
-52,-51,-50,-69,-77,-88,1
-53,-49,-50,-69,-79,-87,1
-53,-50,-51,-66,-77,-88,1
-52,-52,-50,-69,-78,-86,1
-53,-52,-54,-65,-77,-87,1
-53,-53,-56,-64,-78,-88,1
-53,-52,-50,-64,-78,-88,1
-52,-51,-55,-66,-78,-89,1
-53,-51,-55,-65,-78,-88,1
-52,-52,-56,-68,-79,-87,1
-53,-52,-55,-67,-78,-88,1
-53,-56,-56,-64,-77,-88,1
-52,-53,-55,-64,-78,-91,1
-54,-54,-54,-66,-77,-86,1
-53,-50,-55,-64,-79,-86,1
-52,-50,-56,-67,-79,-91,1
-53,-50,-55,-68,-78,-87,1
-53,-53,-55,-67,-78,-89,1
-52,-52,-55,-67,-79,-91,1
-53,-55,-50,-67,-76,-88,1
-52,-52,-50,-67,-78,-89,1
-54,-54,-49,-67,-77,-89,1
-54,-53,-50,-70,-78,-86,1
-54,-53,-46,-66,-78,-87,1
-54,-52,-49,-67,-79,-86,1
-53,-50,-48,-67,-78,-88,1
-54,-53,-50,-68,-78,-85,1
-53,-52,-55,-67,-77,-88,1
-54,-53,-55,-67,-77,-86,1
-53,-52,-55,-68,-78,-86,1
-52,-53,-54,-65,-77,-88,1
-52,-51,-54,-67,-77,-88,1
-53,-53,-54,-67,-78,-86,1
