,mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension,label
21,9.029,17.33,58.79,250.5,0.1066,0.1413,0.313,0.04375,0.2111,0.08046,0.3274,1.194,1.885,17.67,0.009549,0.08606,0.3038,0.03322,0.04197,0.009559,10.31,22.65,65.5,324.7,0.1482,0.4365,1.252,0.175,0.4228,0.1175,1
22,12.960000000000003,18.29,84.18,525.2,0.07351,0.07899,0.04057,0.01883,0.18739999999999998,0.058989999999999994,0.2357,1.2990000000000002,2.397,20.210000000000004,0.003629,0.03713,0.03452,0.01065,0.02632,0.0037049999999999995,14.13,24.61,96.31,621.9,0.09329,0.23179999999999998,0.1604,0.06608,0.3207,0.07247,1
23,12.3,19.02,77.88,464.4,0.08313,0.04202,0.007756,0.008535,0.1539,0.05945,0.184,1.5319999999999998,1.199,13.24,0.007881,0.008431999999999999,0.007004000000000001,0.006522,0.01939,0.002222,13.35,28.46,84.53,544.3,0.1222,0.09052,0.03619,0.039830000000000004,0.2554,0.07207000000000001,1
24,14.040000000000001,15.98,89.78,611.2,0.08457999999999999,0.05895000000000001,0.035339999999999996,0.029439999999999994,0.1714,0.05898,0.3892,1.046,2.6439999999999997,32.74,0.007976,0.01295,0.01608,0.009046,0.02005,0.00283,15.66,21.58,101.2,750.0,0.1195,0.1252,0.1117,0.07453,0.2725,0.07234,1
25,9.738,11.97,61.24,288.5,0.0925,0.04102,0.0,0.0,0.1903,0.06422,0.19880000000000003,0.496,1.218,12.26,0.00604,0.0056560000000000004,0.0,0.0,0.022770000000000002,0.00322,10.62,14.1,66.53,342.9,0.1234,0.07204,0.0,0.0,0.3105,0.08151,1
26,12.76,18.84,81.86999999999999,496.6,0.09676,0.07952000000000001,0.026879999999999998,0.01781,0.17590000000000003,0.06183,0.2213,1.285,1.535,17.26,0.005608,0.01646,0.01529,0.009997,0.01909,0.002133,13.75,25.99,87.82,579.7,0.1298,0.1839,0.1255,0.08312,0.2744,0.07238,1
27,11.36,17.57,72.49,399.8,0.08857999999999999,0.05312999999999999,0.027829999999999997,0.021,0.1601,0.059129999999999995,0.1916,1.555,1.3590000000000002,13.66,0.005391,0.009947,0.01163,0.005872,0.01341,0.0016589999999999999,13.05,36.32,85.07,521.3,0.1453,0.1622,0.1811,0.08697999999999999,0.2973,0.07745,1
28,14.54,27.54,96.73,658.8,0.11389999999999999,0.1595,0.1639,0.07364,0.2303,0.07077,0.37,1.033,2.879,32.55,0.005607,0.0424,0.04741,0.0109,0.01857,0.0054659999999999995,17.46,37.13,124.09999999999998,943.2000000000002,0.1678,0.6577,0.7026,0.1712,0.42180000000000006,0.1341,0
29,22.01,21.9,147.2,1482.0,0.1063,0.1954,0.24479999999999996,0.1501,0.1824,0.0614,1.008,0.6999,7.561,130.2,0.003978,0.028210000000000002,0.03576,0.014709999999999997,0.015180000000000003,0.003796,27.659999999999997,25.8,195.0,2227.0,0.1294,0.3885,0.4756,0.2432,0.2741,0.08574,0
30,10.97,17.2,71.73,371.5,0.08915,0.1113,0.09457,0.03613,0.1489,0.0664,0.2574,1.376,2.806,18.15,0.008565000000000001,0.046380000000000005,0.0643,0.01768,0.01516,0.0049759999999999995,12.36,26.87,90.14,476.4,0.1391,0.4082,0.4779,0.1555,0.254,0.09531999999999999,1
31,11.149999999999999,13.08,70.87,381.9,0.09754,0.05113,0.019819999999999997,0.01786,0.18300000000000002,0.06105000000000001,0.2251,0.7815000000000001,1.429,15.48,0.009019,0.008985,0.01196,0.008232,0.023880000000000002,0.0016190000000000002,11.99,16.3,76.25,440.8,0.1341,0.08971,0.07116,0.055060000000000005,0.2859,0.06772,1
32,8.726,15.83,55.84,230.9,0.115,0.08201,0.041319999999999996,0.01924,0.1649,0.07633,0.1665,0.5863999999999999,1.354,8.966000000000001,0.008261,0.02213,0.03259,0.0104,0.01708,0.0038060000000000004,9.628,19.62,64.48,284.4,0.1724,0.2364,0.2456,0.105,0.2926,0.1017,1
33,15.19,13.210000000000003,97.65000000000002,711.8,0.07962999999999999,0.06934,0.03393,0.02657,0.1721,0.055439999999999996,0.1783,0.4125,1.338,17.720000000000002,0.005011999999999999,0.01485,0.01551,0.009155,0.01647,0.0017670000000000001,16.2,15.73,104.5,819.1,0.1126,0.1737,0.1362,0.08177999999999999,0.24870000000000003,0.06766,1
34,13.64,15.599999999999998,87.38,575.3,0.09423,0.0663,0.04705,0.03731,0.1717,0.056600000000000004,0.3242,0.6611999999999999,1.996,27.190000000000005,0.00647,0.01248,0.0181,0.01103,0.01898,0.001794,14.85,19.05,94.11,683.4,0.1278,0.1291,0.1533,0.09222000000000001,0.253,0.0651,1
35,11.95,14.96,77.22999999999999,426.7,0.1158,0.12060000000000001,0.01171,0.01787,0.2459,0.06581000000000001,0.361,1.0500000000000003,2.455,26.65,0.0058,0.02417,0.007816,0.01052,0.02734,0.003114,12.81,17.72,83.09,496.2,0.1293,0.1885,0.031219999999999998,0.04766,0.3124,0.0759,1
36,11.26,19.96,73.71999999999998,394.1,0.0802,0.1181,0.09274,0.05587999999999999,0.2595,0.062329999999999997,0.4866,1.905,2.8770000000000002,34.68,0.01574,0.08262,0.08098999999999999,0.03487,0.03418,0.006517,11.86,22.33,78.27,437.6,0.1028,0.18430000000000002,0.1546,0.09314,0.2955,0.07009,1
37,11.519999999999998,14.929999999999998,73.87,406.3,0.1013,0.07808,0.04328,0.029289999999999997,0.1883,0.06168,0.2562,1.0380000000000003,1.686,18.620000000000005,0.006662,0.01228,0.02105,0.01006,0.01677,0.002784,12.65,21.19,80.88,491.8,0.1389,0.15819999999999998,0.1804,0.09608,0.2664,0.07808999999999999,1
38,19.53,32.47,128.0,1223.0,0.0842,0.113,0.11450000000000002,0.06637,0.1428,0.05313,0.7392,1.321,4.7219999999999995,109.9,0.005539,0.02644,0.026639999999999997,0.01078,0.01332,0.0022559999999999998,27.9,45.41,180.19999999999996,2477.0,0.1408,0.40970000000000006,0.3995,0.1625,0.2713,0.07568,0
39,11.759999999999998,21.6,74.72,427.9,0.08637,0.04966000000000001,0.016569999999999998,0.01115,0.1495,0.05887999999999999,0.4062,1.21,2.635,28.47,0.005857000000000001,0.009758,0.01168,0.007445,0.024059999999999998,0.0017690000000000002,12.980000000000002,25.72,82.98,516.5,0.1085,0.08615,0.055229999999999994,0.03715,0.2433,0.06563,1
40,15.71,13.93,102.0,761.7,0.09462000000000001,0.09462000000000001,0.07135,0.059329999999999994,0.1816,0.057229999999999996,0.3117,0.8155,1.9719999999999998,27.940000000000005,0.005217,0.015149999999999999,0.01678,0.01268,0.01669,0.00233,17.5,19.25,114.29999999999998,922.8,0.1223,0.19489999999999996,0.1709,0.1374,0.2723,0.07071000000000001,1
41,13.9,16.62,88.97,599.4,0.06828,0.05319000000000001,0.02224,0.01339,0.1813,0.05536,0.1555,0.5762000000000002,1.3919999999999997,14.029999999999998,0.0033079999999999997,0.013149999999999998,0.009904000000000001,0.004832,0.01316,0.002095,15.14,21.8,101.2,718.9,0.09383999999999999,0.2006,0.1384,0.062220000000000004,0.2679,0.07697999999999999,1
42,13.47,14.060000000000002,87.32,546.3,0.1071,0.1155,0.05786,0.05266,0.1779,0.06639,0.1588,0.5733,1.102,12.839999999999998,0.00445,0.014519999999999996,0.013340000000000001,0.008791,0.016980000000000002,0.002787,14.83,18.32,94.94,660.2,0.1393,0.2499,0.18479999999999996,0.1335,0.3227,0.09326,1
43,7.76,24.54,47.92,181.0,0.052629999999999996,0.04362,0.0,0.0,0.1587,0.058839999999999996,0.3857,1.4280000000000004,2.548,19.15,0.007189000000000001,0.00466,0.0,0.0,0.026760000000000003,0.002783,9.456,30.37,59.16,268.6,0.08996,0.06444,0.0,0.0,0.2871,0.07039,1
44,11.999999999999998,15.65,76.95,443.3,0.09723,0.07165,0.041510000000000005,0.01863,0.2079,0.05968,0.2271,1.2549999999999997,1.4409999999999998,16.16,0.0059689999999999995,0.018119999999999997,0.020069999999999998,0.0070269999999999985,0.019719999999999998,0.002607,13.669999999999998,24.9,87.78,567.9,0.13769999999999996,0.2003,0.2267,0.07632,0.3379,0.07923999999999999,1
45,27.22,21.87,182.1,2249.9999999999995,0.1094,0.1914,0.2871,0.1878,0.18000000000000002,0.05770000000000001,0.8361000000000001,1.4809999999999999,5.82,128.7,0.004631,0.02537,0.031089999999999993,0.01241,0.01575,0.002747,33.12,32.85,220.80000000000004,3216.0,0.1472,0.4034,0.534,0.2688,0.2856,0.08082,0
46,13.9,19.24,88.73,602.9,0.07991000000000001,0.053259999999999995,0.029949999999999997,0.0207,0.1579,0.05593999999999999,0.3316,0.9264,2.056,28.41,0.003704,0.01082,0.015300000000000001,0.006275,0.010620000000000001,0.0022170000000000002,16.41,26.42,104.4,830.5,0.1064,0.1415,0.1673,0.0815,0.23559999999999998,0.07603,1
47,11.51,23.93,74.52,403.5,0.09261,0.1021,0.11119999999999998,0.04105,0.1388,0.0657,0.2388,2.904,1.936,16.97,0.0082,0.02982,0.05737999999999999,0.01267,0.01488,0.004738,12.48,37.16,82.28,474.2,0.1298,0.2517,0.363,0.09652999999999999,0.2112,0.08732000000000001,1
48,20.55,20.86,137.80000000000004,1308.0,0.1046,0.1739,0.2085,0.1322,0.21270000000000003,0.06251,0.6986,0.9901000000000001,4.706,87.78,0.004578,0.026160000000000003,0.04005,0.014209999999999997,0.01948,0.002689,24.3,25.48,160.2,1809.0,0.1268,0.3135,0.4433,0.21479999999999996,0.3077,0.07569,0
49,11.41,10.82,73.34,403.3,0.09373,0.06685,0.03512,0.02623,0.1667,0.06113,0.1408,0.4607,1.103,10.5,0.00604,0.015290000000000002,0.015139999999999999,0.00646,0.01344,0.002206,12.82,15.97,83.74,510.49999999999994,0.1548,0.239,0.2102,0.08958,0.3016,0.08523,1
50,11.039999999999997,14.929999999999998,70.67,372.7,0.07987000000000001,0.07078999999999999,0.035460000000000005,0.02074,0.2003,0.06246,0.1642,1.0310000000000001,1.281,11.679999999999998,0.005296000000000001,0.019030000000000002,0.017230000000000002,0.006959999999999999,0.0188,0.001941,12.09,20.83,79.73,447.1,0.1095,0.19820000000000002,0.1553,0.06754,0.3202,0.07287,1
51,14.19,23.81,92.87,610.7,0.09462999999999999,0.1306,0.1115,0.06462000000000001,0.22350000000000003,0.06433,0.4207,1.8450000000000002,3.5339999999999994,31.0,0.010879999999999999,0.0371,0.03688,0.01627,0.044989999999999995,0.004768,16.86,34.85,115.00000000000001,811.2999999999998,0.1559,0.4058999999999999,0.3744,0.1772,0.4724,0.1026,0
52,10.259999999999998,12.22,65.75,321.6,0.09996000000000001,0.07542,0.01923,0.01968,0.18000000000000002,0.06569,0.1911,0.5477,1.348,11.879999999999999,0.005682,0.01365,0.008496,0.006928999999999999,0.01938,0.0023710000000000003,11.38,15.649999999999999,73.23,394.5,0.1343,0.165,0.08615,0.06696,0.2937,0.07722000000000001,1
53,11.7,19.11,74.32999999999998,418.7,0.08814,0.052529999999999986,0.01583,0.011479999999999999,0.1936,0.06128,0.16009999999999996,1.4300000000000002,1.109,11.28,0.006064,0.00911,0.01042,0.007638000000000001,0.02349,0.001661,12.61,26.55,80.92,483.1,0.1223,0.1087,0.07915,0.05741,0.3487,0.06957999999999999,1
54,12.36,18.54,79.01,466.69999999999993,0.08477,0.06815,0.026430000000000006,0.019209999999999998,0.1602,0.060660000000000006,0.1199,0.8944,0.8484,9.227,0.003457,0.01047,0.01167,0.005558,0.01251,0.001356,13.290000000000001,27.49,85.56,544.1,0.1184,0.1963,0.1937,0.08442000000000001,0.2983,0.07185,1
55,12.210000000000003,18.02,78.31,458.4,0.09231,0.07175,0.04392,0.02027,0.16949999999999998,0.059160000000000004,0.2527,0.7786,1.874,18.57,0.005833,0.013880000000000002,0.02,0.007087,0.01938,0.00196,14.29,24.04,93.84999999999998,624.6,0.1368,0.217,0.2413,0.08829000000000001,0.3217999999999999,0.0747,1
56,16.84,19.46,108.4,880.2,0.07445,0.07222999999999999,0.0515,0.02771,0.1844,0.05268,0.47889999999999994,2.06,3.4789999999999996,46.61,0.0034430000000000003,0.02661,0.030560000000000007,0.0111,0.015200000000000002,0.001519,18.22,28.07,120.3,1032.0,0.08774,0.171,0.1882,0.08436,0.2527,0.05972,1
57,13.08,15.71,85.63,520.0,0.1075,0.127,0.04568,0.0311,0.1967,0.06811,0.1852,0.7477,1.383,14.67,0.004097,0.01898,0.016980000000000002,0.006490000000000001,0.01678,0.002425,14.5,20.49,96.09,630.5,0.1312,0.2776,0.18899999999999997,0.07282999999999999,0.3184,0.08183,1
58,13.15,15.34,85.31,538.9,0.09383999999999999,0.08498,0.09293,0.03483,0.1822,0.06207000000000001,0.271,0.7927,1.819,22.79,0.008584,0.02017,0.03047,0.009536,0.027690000000000003,0.003479,14.769999999999998,20.5,97.67,677.3,0.1478,0.2256,0.3009,0.09722,0.3849,0.08632999999999999,1
59,13.2,17.43,84.13,541.6,0.07215,0.045239999999999995,0.04336,0.01105,0.1487,0.05635,0.16300000000000003,1.601,0.873,13.56,0.006261,0.01569,0.030789999999999998,0.005383,0.01962,0.00225,13.94,27.82,88.28,602.0,0.1101,0.1508,0.2298,0.0497,0.2767,0.07198,1
60,13.69,16.07,87.84,579.1,0.08302000000000001,0.06373999999999999,0.02556,0.020309999999999998,0.1872,0.05669,0.1705,0.5066,1.3719999999999999,13.999999999999998,0.004229999999999999,0.01587,0.01169,0.006335,0.019430000000000003,0.002177,14.84,20.21,99.16,670.6,0.1105,0.2096,0.1346,0.06987,0.3323,0.07701000000000001,1
61,9.423,27.88,59.26,271.3,0.08123,0.049710000000000004,0.0,0.0,0.1742,0.06059,0.5375,2.927,3.6180000000000003,29.11,0.011590000000000001,0.01124,0.0,0.0,0.030039999999999997,0.003324,10.49,34.239999999999995,66.5,330.6,0.1073,0.07157999999999999,0.0,0.0,0.2475,0.06969,1
62,12.099999999999998,17.72,78.07,446.2,0.1029,0.09758,0.047830000000000004,0.033260000000000005,0.1937,0.061610000000000005,0.2841,1.652,1.869,22.22,0.008145999999999999,0.016309999999999998,0.018430000000000002,0.007513,0.02015,0.0017980000000000001,13.56,25.8,88.33,559.5,0.1432,0.1773,0.1603,0.06266000000000001,0.3049,0.07081,1
63,11.249999999999998,14.78,71.38,390.0,0.08306000000000001,0.04458,0.0009737,0.0029410000000000005,0.1773,0.060809999999999996,0.2144,0.9961,1.5290000000000001,15.07,0.0056170000000000005,0.007123999999999999,0.0009736999999999999,0.002941,0.017,0.00203,12.760000000000002,22.06,82.08,492.7,0.1166,0.09794,0.005518,0.016669999999999997,0.2815,0.07418,1
64,11.929999999999998,10.91,76.14,442.7,0.08872000000000001,0.05242,0.026060000000000007,0.01796,0.1601,0.05541,0.2522,1.0450000000000002,1.649,18.950000000000003,0.006175,0.01204,0.01376,0.005832,0.01096,0.001857,13.8,20.14,87.64,589.5,0.1374,0.1575,0.1514,0.06876,0.24600000000000002,0.07262,1
65,10.51,20.19,68.64,334.2,0.1122,0.1303,0.06476,0.03068,0.1922,0.07782,0.3336,1.86,2.041,19.91,0.011879999999999998,0.037469999999999996,0.04591,0.015440000000000002,0.022869999999999998,0.006792,11.16,22.75,72.62,374.4,0.13,0.2049,0.1295,0.061360000000000005,0.2383,0.09026,1
66,12.18,20.52,77.22,458.7,0.08012999999999999,0.04038,0.02383,0.0177,0.17390000000000003,0.05677000000000001,0.19240000000000002,1.571,1.183,14.68,0.0050799999999999994,0.006098,0.01069,0.006797000000000001,0.014469999999999998,0.001532,13.34,32.84,84.58,547.8,0.1123,0.08862,0.1145,0.07431,0.2694,0.06878,1
67,12.720000000000002,17.67,80.98,501.3,0.07896,0.04522,0.01402,0.01835,0.1459,0.055439999999999996,0.2954,0.8836,2.109,23.24,0.007337000000000001,0.01174,0.005383,0.0056229999999999995,0.0194,0.00118,13.82,20.96,88.86999999999999,586.8,0.1068,0.09604999999999998,0.03469,0.03612,0.2165,0.06025,1
68,17.85,13.230000000000002,114.60000000000001,992.1,0.07837999999999999,0.06217000000000001,0.04445,0.04178,0.122,0.05243,0.48339999999999994,1.046,3.1630000000000003,50.95,0.004368999999999999,0.008274,0.01153,0.007437000000000001,0.013019999999999999,0.001309,19.82,18.42,127.1,1210.0,0.09862,0.09976,0.1048,0.08341,0.1783,0.058710000000000005,1
69,12.39,17.48,80.64,462.9,0.1042,0.1297,0.05892000000000001,0.0288,0.1779,0.06588,0.2608,0.873,2.1169999999999995,19.200000000000003,0.0067150000000000005,0.03705,0.04757,0.01051,0.01838,0.006884,14.18,23.13,95.23,600.5,0.1427,0.3593,0.3206,0.09804,0.2819,0.1118,1
70,12.46,19.89,80.43,471.3,0.08451,0.1014,0.0683,0.030989999999999997,0.1781,0.06249,0.3642,1.04,2.5789999999999997,28.32,0.006529999999999999,0.03369,0.04712,0.01403,0.027400000000000004,0.004651,13.46,23.07,88.13,551.3,0.105,0.2158,0.1904,0.07625,0.2685,0.07764,1
71,9.876,19.4,63.95,298.3,0.1005,0.09697,0.06154,0.030289999999999997,0.19449999999999998,0.06322,0.1803,1.222,1.528,11.77,0.009058,0.02196,0.03029,0.01112,0.01609,0.0035700000000000003,10.76,26.83,72.22,361.2,0.1559,0.2302,0.2644,0.09749,0.2622,0.0849,1
72,16.11,18.05,105.1,813.0,0.09721,0.1137,0.09447,0.05943,0.18610000000000002,0.062479999999999994,0.7049,1.332,4.533,74.08,0.00677,0.01938,0.030670000000000003,0.01167,0.01875,0.0034340000000000004,19.92,25.27,129.0,1233.0,0.1314,0.2236,0.2802,0.1216,0.2792,0.08158,0
73,11.99,24.889999999999997,77.61,441.3,0.10300000000000001,0.09218,0.05441,0.04274,0.18200000000000002,0.0685,0.2623,1.2040000000000002,1.865,19.390000000000004,0.008320000000000001,0.02025,0.02334,0.01665,0.02094,0.003674,12.980000000000002,30.36,84.48,513.9,0.1311,0.1822,0.16089999999999996,0.1202,0.2599,0.08251,1
74,9.667,18.49,61.489999999999995,289.1,0.08946,0.06258,0.029480000000000003,0.01514,0.2238,0.06412999999999999,0.3776,1.35,2.569,22.73,0.007501000000000001,0.01989,0.027139999999999994,0.009883,0.0196,0.003913000000000001,11.14,25.62,70.88,385.2,0.1234,0.1542,0.1277,0.0656,0.3174,0.08524,1
75,12.86,13.320000000000002,82.82,504.8,0.11340000000000001,0.08834,0.038,0.034,0.1543,0.06476,0.2212,1.042,1.614,16.57,0.00591,0.02016,0.01902,0.01011,0.01202,0.003107,14.040000000000001,21.08,92.79999999999998,599.5,0.1547,0.2231,0.1791,0.1155,0.2382,0.08553,1
76,11.87,21.54,76.83,432.0,0.06613,0.1064,0.08777,0.02386,0.1349,0.06612,0.256,1.554,1.955,20.24,0.006854,0.06062999999999999,0.06663,0.015530000000000002,0.023540000000000002,0.008925,12.79,28.18,83.51,507.2,0.09457,0.3399,0.3217999999999999,0.0875,0.2305,0.09952000000000001,1
77,12.4,17.68,81.47,467.8,0.1054,0.1316,0.07741,0.027989999999999998,0.1811,0.07102,0.1767,1.46,2.2039999999999997,15.429999999999998,0.01,0.03295,0.04861,0.01167,0.02187,0.006005,12.88,22.91,89.61,515.8,0.145,0.2629,0.2403,0.0737,0.2556,0.09359,1
78,13.05,18.59,85.09,512.0,0.1082,0.1304,0.09602999999999999,0.056029999999999996,0.2035,0.06501,0.3106,1.51,2.59,21.57,0.007807,0.03932,0.051120000000000006,0.01876,0.028599999999999997,0.005715,14.189999999999998,24.85,94.22,591.2,0.1343,0.2658,0.2573,0.1258,0.3113,0.08317000000000001,1
79,14.26,19.65,97.82999999999998,629.9,0.07837000000000001,0.22330000000000003,0.3003,0.07798,0.1704,0.07769,0.3628,1.49,3.3989999999999996,29.25,0.005298,0.07446,0.1435,0.02292,0.025660000000000002,0.012980000000000002,15.3,23.73,107.0,709.0,0.08949,0.4193,0.6782999999999999,0.1505,0.2398,0.1082,1
